,name,city,country,IATA,ICAO,Latitude,Longtitude,Altitude,geometry
190,Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523438,172,POINT (-68.2080993652343750 48.6086006164550781)
191,Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,POINT (-79.6305999755999920 43.6772003174000005)
192,Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250030517578,-79.4655990600586,652,POINT (-79.4655990600585938 43.7425003051757812)
193,Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968261719,-82.56780242919922,635,POINT (-82.5678024291992188 45.8852996826171875)
194,Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.462799072265625,-114.44000244140624,675,POINT (-114.4400024414062358 62.4627990722656250)
195,Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,1912,POINT (-114.7770004270000044 55.2930984496999969)
196,Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,21,POINT (-131.8139953609999964 53.2542991637999918)
197,Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.30889892578125,594,POINT (-82.3088989257812500 42.9994010925292969)
198,Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.68059921264648,-127.36699676513672,71,POINT (-127.3669967651367188 50.6805992126464773)
199,Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182495117,-115.78700256347656,2567,POINT (-115.7870025634765625 54.1439018249511719)
200,Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093383789,-66.2656021118164,180,POINT (-66.2656021118164062 50.2233009338378906)
201,Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279815673828,-132.7429962158203,2313,POINT (-132.7429962158203125 60.1727981567382812)
202,CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98440170288086,-64.91690063476562,92,POINT (-64.9169006347656250 44.9844017028808594)
203,Faro Airport,Faro,Canada,ZFA,CZFA,62.20750045776367,-133.37600708007812,2351,POINT (-133.3760070800781250 62.2075004577636719)
204,Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122070312,-134.86099243164062,116,POINT (-134.8609924316406250 67.4075012207031250)
205,Blida Airport,Blida,Algeria,QLD,DAAB,36.50360107421875,2.814169883728028,535,POINT (2.8141698837280278 36.5036010742187500)
206,Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.33250045776367,4.206389904022217,1506,POINT (4.2063899040222168 35.3325004577636719)
207,Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018005,5.0699200630200005,20,POINT (5.0699200630200005 36.7120018004999977)
208,Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.69100189208984,3.215409994125366,82,POINT (3.2154099941253662 36.6910018920898366)
209,Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,3176,POINT (9.4524399999999993 24.2928010000000008)
212,Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234992981,8.62265014648,1778,POINT (8.6226501464799998 26.7234992980999984)
214,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,4518,POINT (5.4510798454299998 22.8115005492999998)
215,Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.87361001968,36,POINT (5.8736100196800001 36.7951011657999985)
216,Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,3855,POINT (-0.2423530071970000 33.5359001160000005)
218,Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,POINT (7.8091739999999996 36.8222009999999997)
219,Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,2265,POINT (6.6203899383544922 36.2760009765625000)
220,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,2661,POINT (8.1207199096699991 35.4315986633000009)
221,Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040084838867,3.311539888381958,2540,POINT (3.3115398883819580 32.9304008483886719)
222,Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,3245,POINT (1.4631500244100000 35.3410987853999998)
224,Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,1453,POINT (-8.1670999527000010 27.7003993987999984)
225,Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.2126998901,1.33176994324,463,POINT (1.3317699432400001 36.2126998900999979)
226,Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036010742,-0.5322780013084412,367,POINT (-0.5322780013084412 35.5424003601074219)
227,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,814,POINT (-1.4500000476799999 35.0167007446000014)
228,Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,295,POINT (-0.6211829781529999 35.6239013671999984)
229,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.1717987061,-0.593275010586,1614,POINT (-0.5932750105860000 35.1717987060999988)
230,Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207698822021484,0.1471419930458068,1686,POINT (0.1471419930458068 35.2076988220214844)
231,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.83760070800781,-0.1864140033721923,919,POINT (-0.1864140033721923 27.8376007080078089)
232,Biskra Airport,Biskra,Algeria,BSK,DAUB,34.7933006287,5.73823022842,289,POINT (5.7382302284200000 34.7933006287000026)
233,El Golea Airport,El Golea,Algeria,ELG,DAUE,30.5713005065918,2.8595900535583496,1306,POINT (2.8595900535583496 30.5713005065918004)
234,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.794110059738159,1512,POINT (3.7941100597381592 32.3841018676757812)
235,Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.6730003357,6.140439987180001,463,POINT (6.1404399871800006 31.6730003356999994)
236,In Salah Airport,In Salah,Algeria,INZ,DAUI,27.2509994507,2.51202011108,896,POINT (2.5120201110800000 27.2509994507000002)
237,Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.06779861450195,6.088669776916504,279,POINT (6.0886697769165039 33.0677986145019531)
238,Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.7644004822,2.92833995819,2510,POINT (2.9283399581900000 33.7644004822000028)
239,Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,1027,POINT (0.2760330140590000 29.2371006012000016)
240,Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088500977,5.412779808044434,492,POINT (5.4127798080444336 31.9172000885009766)
241,In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,1847,POINT (9.6429100000000005 28.0515000000000008)
242,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,19,POINT (2.3843500614166260 6.3572301864624023)
243,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,1037,POINT (-1.5124200000000001 12.3531999999999993)
244,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.160099983215332,-4.33096981048584,1511,POINT (-4.3309698104858398 11.1600999832153320)
245,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.1667860001325607,205,POINT (-0.1667860001325607 5.6051898002624512)
246,Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.8632140159606934,553,POINT (-0.8632140159606934 9.5571899414062500)
248,Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830234527588,-2.3287599086761475,1014,POINT (-2.3287599086761475 7.3618302345275879)
249,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,POINT (-1.7747600078582764 4.8960599899291992)
250,Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21,POINT (-3.9262900352478023 5.2613902091979980)
251,Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.738800048828125,-5.073669910430908,1230,POINT (-5.0736699104309082 7.7388000488281250)
252,Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.792809963226318,-6.473189830780029,823,POINT (-6.4731898307800293 6.7928099632263184)
253,Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.38718032837,-5.55666017532,1214,POINT (-5.5566601753200002 9.3871803283700004)
254,Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.272069931030273,-7.58735990524292,1089,POINT (-7.5873599052429199 7.2720699310302734)
255,San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.746719837188721,-6.660820007324219,26,POINT (-6.6608200073242188 4.7467198371887207)
256,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.9031701088,-5.36558008194,699,POINT (-5.3655800819400001 6.9031701088000004)
257,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161132812,7.263169765472412,1123,POINT (7.2631697654724121 9.0067901611328125)
258,Akure Airport,Akure,Nigeria,AKR,DNAK,7.246739864349365,5.3010101318359375,1100,POINT (5.3010101318359375 7.2467398643493652)
259,Benin Airport,Benin,Nigeria,BNI,DNBE,6.316979885101318,5.599500179290772,258,POINT (5.5995001792907724 6.3169798851013184)
260,Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859313965,8.347200393676758,210,POINT (8.3472003936767578 4.9760198593139648)
261,Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.474269866943359,7.561960220336914,466,POINT (7.5619602203369141 6.4742698669433594)
263,Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.362460136413574,3.97832989692688,725,POINT (3.9783298969268799 7.3624601364135742)
264,Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440210342407227,4.493919849395752,1126,POINT (4.4939198493957520 8.4402103424072266)
265,Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.639829635620115,8.869050025939941,4232,POINT (8.8690500259399414 9.6398296356201154)
266,Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.696000099182127,7.320109844207764,2073,POINT (7.3201098442077637 10.6960000991821271)
267,Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,1562,POINT (8.5246200000000005 12.0475999999999992)
268,Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855299949645996,13.080900192260742,1099,POINT (13.0809001922607422 11.8552999496459961)
269,Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.70388,8.61394,371,POINT (8.6139399999999995 7.7038799999999998)
270,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667785645,3.321160078048706,135,POINT (3.3211600780487061 6.5773701667785645)
271,Minna Airport,Minna,Nigeria,MXJ,DNMN,9.652170181274414,6.462259769439697,834,POINT (6.4622597694396973 9.6521701812744141)
272,Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.0154900550842285,6.94959020614624,87,POINT (6.9495902061462402 5.0154900550842285)
273,Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.916299819946287,5.207190036773682,1010,POINT (5.2071900367736816 12.9162998199462873)
274,Yola Airport,Yola,Nigeria,YOL,DNYO,9.257550239562988,12.430399894714355,599,POINT (12.4303998947143555 9.2575502395629883)
275,Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.1302,7.68581,2170,POINT (7.6858100000000000 11.1302000000000003)
276,Maradi Airport,Maradi,Niger,MFQ,DRRM,13.5024995803833,7.1267499923706055,1240,POINT (7.1267499923706055 13.5024995803833008)
277,Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732,POINT (2.1836099999999998 13.4815000000000005)
278,Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.875699996948242,5.265359878540039,1266,POINT (5.2653598785400391 14.8756999969482422)
279,Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.965999603271484,8.000109672546387,1657,POINT (8.0001096725463867 16.9659996032714844)
282,Zinder Airport,Zinder,Niger,ZND,DRZR,13.779000282287598,8.983759880065918,1516,POINT (8.9837598800659180 13.7790002822875977)
283,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.75809860229492,10.75469970703125,9,POINT (10.7546997070312500 35.7580986022949219)
284,Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.85100173950195,10.22719955444336,22,POINT (10.2271995544433594 36.8510017395019531)
287,Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.422000885009766,8.822500228881836,1060,POINT (8.8225002288818359 34.4220008850097656)
288,Gabès Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.87689971923828,10.103300094604492,26,POINT (10.1033000946044922 33.8768997192382812)
290,Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.775500297546388,19,POINT (10.7755002975463885 33.8750000000000000)
291,El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.70429992675781,9.254619598388672,827,POINT (9.2546195983886719 31.7042999267578089)
292,Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.71799850463867,10.690999984741213,85,POINT (10.6909999847412127 34.7179985046386719)
293,Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.939701080322266,8.110560417175293,287,POINT (8.1105604171752930 33.9397010803222656)
294,Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.767330169677734,1.091249942779541,1515,POINT (1.0912499427795410 9.7673301696777344)
295,Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,POINT (1.2545100450515747 6.1656098365783691)
296,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,39,POINT (4.4602799415599996 51.1893997191999972)
299,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,184,POINT (4.4844398498500002 50.9014015197999967)
301,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202,4.45382,614,POINT (4.4538200000000003 50.4592019999999977)
305,Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,EBKT,50.817199707,3.20472002029,64,POINT (3.2047200202899999 50.8171997070000003)
306,Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805,659,POINT (5.4432201385498047 50.6374015808105469)
307,Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,13,POINT (2.8622200488999998 51.1988983154000010)
313,Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,51.264702,4.75333,53,POINT (4.7533300000000001 51.2647019999999998)
315,Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.981945,12.506389,640,POINT (12.5063890000000004 50.9819450000000032)
321,Riesa-Göhlis Airport,Riesa,Germany,IES,EDAU,51.2936096191,13.3561105728,322,POINT (13.3561105728000005 51.2936096191000033)
322,Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,EDAX,53.306388855,12.7522220612,220,POINT (12.7522220611999995 53.3063888550000016)
324,Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,52.203609,13.156389,152,POINT (13.1563890000000008 52.2036090000000002)
325,Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515,23,POINT (12.7105149999999991 54.3382530000000017)
328,"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,EDBM,52.073612,11.626389,259,POINT (11.6263889999999996 52.0736119999999971)
331,Cottbus-Drewitz Airport,Cottbus,Germany,CBU,EDCD,51.889442,14.531944,272,POINT (14.5319439999999993 51.8894420000000025)
333,Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,POINT (13.5225000000000009 52.3800010000000000)
334,Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.767200469970703,755,POINT (13.7672004699707031 51.1328010559082031)
335,Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.97980117797852,10.958100318908691,1036,POINT (10.9581003189086914 50.9798011779785227)
336,Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364,POINT (8.5705559999999998 50.0333329999999989)
337,Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875,160,POINT (7.6848301887500003 52.1346015929999993)
338,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.9882297515869,53,POINT (9.9882297515868999 53.6304016113279971)
339,Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.47299957275391,13.403900146484377,167,POINT (13.4039001464843768 52.4729995727539134)
340,Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.8658981323,7.1427397728,302,POINT (7.1427397727999997 50.8658981323000035)
341,Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.76678,147,POINT (6.7667799999999998 51.2895010000000013)
342,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487,POINT (11.7860999999999994 48.3538020000000017)
343,Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078056,1046,POINT (11.0780560000000001 49.4986990000000020)
344,Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,POINT (12.2363890000000008 51.4238890000000026)
345,Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.2145996094,7.10950994492,1058,POINT (7.1095099449200001 49.2145996093999969)
346,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775,1276,POINT (9.2219600677500004 48.6898994446000017)
347,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122,POINT (13.2876999999999992 52.5596999999999994)
348,Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458,183,POINT (9.6850795745799996 52.4611015320000007)
349,Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,POINT (8.7866697311399999 53.0475006104000002)
350,Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.959999,8.645833,384,POINT (8.6458329999999997 49.9599990000000034)
351,Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.9487,7.26389,1649,POINT (7.2638900000000000 49.9487000000000023)
352,Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473057,8.514167,308,POINT (8.5141670000000005 49.4730569999999972)
356,Eisenach-Kindel Airport,Eisenach,Germany,EIB,EDGE,50.991604,10.47973,1112,POINT (10.4797300000000000 50.9916040000000024)
357,Siegerland Airport,Siegerland,Germany,SGE,EDGS,50.70769882202149,8.082969665527344,1966,POINT (8.0829696655273438 50.7076988220214915)
358,Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.835556030273438,23,POINT (9.8355560302734375 53.5352783203125000)
359,Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.37944412231445,10.145277976989746,102,POINT (10.1452779769897461 54.3794441223144531)
360,Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.8054008484,10.7192001343,53,POINT (10.7192001342999994 53.8054008483999979)
364,Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.40230178833008,6.9373297691345215,424,POINT (6.9373297691345215 51.4023017883300781)
365,Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,51.964722,8.544444,454,POINT (8.5444440000000004 51.9647220000000019)
366,Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.230278,6.504444,125,POINT (6.5044440000000003 51.2302779999999984)
367,Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.6141014099,8.616319656369999,699,POINT (8.6163196563699991 51.6141014099000017)
369,Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.51829910279999,7.61223983765,425,POINT (7.6122398376499998 51.5182991027999932)
370,Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,POINT (10.9316669999999991 48.4252779999999987)
374,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.081402,11.2831,1947,POINT (11.2830999999999992 48.0814019999999971)
375,Straubing Airport,Straubing,Germany,RBM,EDMS,48.90083312988281,12.516667366027832,1047,POINT (12.5166673660278320 48.9008331298828125)
378,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.6712989807,9.51148986816,1367,POINT (9.5114898681600000 47.6712989807000014)
