,name,city,country,IATA,ICAO,Latitude,Longtitude,Altitude,geometry
1867,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,-77.083503,6,POINT (-77.0835029999999932 26.5113999999999983)
1868,San Andros Airport,San Andros,Bahamas,SAQ,MYAN,25.053800582885746,-78.04900360107422,5,POINT (-78.0490036010742188 25.0538005828857457)
1869,Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800003,-73.97090148930002,11,POINT (-73.9709014893000187 22.4417991638000025)
1871,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293,-77.3912963867,8,POINT (-77.3912963867000059 26.7453002929999997)
1872,Chub Cay Airport,Chub Cay,Bahamas,CCZ,MYBC,25.41710090637207,-77.88089752197266,5,POINT (-77.8808975219726562 25.4171009063720703)
1873,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,MYBG,25.7383,-77.840103,18,POINT (-77.8401029999999992 25.7382999999999988)
1874,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.6998996735,-79.2647018433,10,POINT (-79.2647018433000028 25.6998996734999992)
1875,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.5625991821,-75.8779983521,9,POINT (-75.8779983520999934 23.5625991821000014)
1877,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.474899292,-76.6835021973,13,POINT (-76.6835021973000011 25.4748992919999999)
1878,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.2847003937,-76.3310012817,26,POINT (-76.3310012816999972 25.2847003936999997)
1879,Normans Cay Airport,Norman's Cay,Bahamas,NMC,MYEN,24.59429931640625,-76.82019805908203,8,POINT (-76.8201980590820312 24.5942993164062500)
1880,Rock Sound Airport,Rock Sound,Bahamas,RSD,MYER,24.8950787333,-76.1768817902,10,POINT (-76.1768817901999995 24.8950787333000001)
1881,Staniel Cay Airport,Staniel Cay,Bahamas,TYM,MYES,24.169099807739254,-76.43910217285156,5,POINT (-76.4391021728515625 24.1690998077392543)
1882,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,-78.695602417,7,POINT (-78.6956024170000035 26.5587005615000002)
1883,Inagua Airport,Matthew Town,Bahamas,IGA,MYIG,20.975000381469727,-73.66690063476562,8,POINT (-73.6669006347656250 20.9750003814697266)
1884,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,23.1790008545,-75.09359741210001,9,POINT (-75.0935974121000100 23.1790008544999999)
1885,Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.582317,-75.268621,10,POINT (-75.2686209999999960 23.5823169999999998)
1886,Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,22.379499,-73.013494,11,POINT (-73.0134939999999943 22.3794989999999991)
1887,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,-77.46620178219999,16,POINT (-77.4662017821999882 25.0389995574999986)
1888,Duncan Town Airport,Duncan Town,Bahamas,DCT,MYRD,22.18180084228516,-75.72949981689453,6,POINT (-75.7294998168945312 22.1818008422851598)
1889,Rum Cay Airport,Port Nelson,Bahamas,RCY,MYRP,23.68440055847168,-74.83619689941406,15,POINT (-74.8361968994140625 23.6844005584716797)
1890,San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329917907715,-74.52400207519531,24,POINT (-74.5240020751953125 24.0632991790771484)
1891,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.539100646972656,-88.30819702148438,15,POINT (-88.3081970214843750 17.5391006469726562)
1892,Aitutaki Airport,Aitutaki,Cook Islands,AIT,NCAI,-18.830900192260746,-159.76400756835938,14,POINT (-159.7640075683593750 -18.8309001922607457)
1893,Rarotonga International Airport,Avarua,Cook Islands,RAR,NCRG,-21.2026996613,-159.805999756,19,POINT (-159.8059997560000056 -21.2026996612999987)
1894,Nadi International Airport,Nandi,Fiji,NAN,NFFN,-17.755399703979492,177.4429931640625,59,POINT (177.4429931640625000 -17.7553997039794922)
1895,Nausori International Airport,Nausori,Fiji,SUV,NFNA,-18.04330062866211,178.5590057373047,17,POINT (178.5590057373046875 -18.0433006286621094)
1896,Fua'amotu International Airport,Tongatapu,Tonga,TBU,NFTF,-21.241199493408203,-175.14999389648438,126,POINT (-175.1499938964843750 -21.2411994934082031)
1897,Vava'u International Airport,Vava'u,Tonga,VAV,NFTV,-18.58530044555664,-173.96200561523438,236,POINT (-173.9620056152343750 -18.5853004455566406)
1898,Bonriki International Airport,Tarawa,Kiribati,TRW,NGTA,1.3816399574279783,173.14700317382812,9,POINT (173.1470031738281250 1.3816399574279783)
1899,Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,NGTE,-1.2244700193405151,174.7760009765625,7,POINT (174.7760009765625000 -1.2244700193405151)
1900,Hihifo Airport,Wallis,Wallis and Futuna,WLS,NLWW,-13.2383003235,-176.199005127,79,POINT (-176.1990051269999924 -13.2383003235000007)
1901,Faleolo International Airport,Faleolo,Samoa,APW,NSFA,-13.829999923706056,-172.00799560546875,58,POINT (-172.0079956054687500 -13.8299999237060565)
1902,Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,-14.3310003281,-170.710006714,32,POINT (-170.7100067140000021 -14.3310003281000000)
1903,Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,-22.43409919738769,-151.36099243164062,18,POINT (-151.3609924316406250 -22.4340991973876918)
1904,Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,-23.36540031433105,-149.5240020751953,7,POINT (-149.5240020751953125 -23.3654003143310511)
1905,Anaa Airport,Anaa,French Polynesia,AAA,NTGA,-17.35260009765625,-145.50999450683594,10,POINT (-145.5099945068359375 -17.3526000976562500)
1906,Fangatau Airport,Fangatau,French Polynesia,FGU,NTGB,-15.819899559020996,-140.88699340820312,9,POINT (-140.8869934082031250 -15.8198995590209961)
1907,Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,-15.119600296020508,-148.2310028076172,6,POINT (-148.2310028076171875 -15.1196002960205078)
1908,Reao Airport,Reao,French Polynesia,REA,NTGE,-18.465900421142575,-136.44000244140625,12,POINT (-136.4400024414062500 -18.4659004211425746)
1909,Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,-16.054100036621094,-145.65699768066406,13,POINT (-145.6569976806640625 -16.0541000366210938)
1910,Manihi Airport,Manihi,French Polynesia,XMH,NTGI,-14.436800003051758,-146.07000732421875,14,POINT (-146.0700073242187500 -14.4368000030517578)
1911,Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,-23.07990074157715,-134.88999938964844,7,POINT (-134.8899993896484375 -23.0799007415771484)
1912,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,-15.663299560546877,-146.88499450683594,11,POINT (-146.8849945068359375 -15.6632995605468768)
1913,Makemo Airport,Makemo,French Polynesia,MKP,NTGM,-16.583900451660156,-143.6580047607422,3,POINT (-143.6580047607421875 -16.5839004516601562)
1914,Puka Puka Airport,Puka Puka,French Polynesia,PKP,NTGP,-14.809499740600586,-138.81300354003906,5,POINT (-138.8130035400390625 -14.8094997406005859)
1915,Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,-14.709500312805176,-145.24600219726562,12,POINT (-145.2460021972656250 -14.7095003128051758)
1916,Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.248299598693848,-146.61700439453125,9,POINT (-146.6170043945312500 -15.2482995986938477)
1917,Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,-14.8681001663208,-148.7169952392578,11,POINT (-148.7169952392578125 -14.8681001663208008)
1918,Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,-14.45580005645752,-145.02499389648438,13,POINT (-145.0249938964843750 -14.4558000564575195)
1919,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,-8.795599937438965,-140.22900390625,220,POINT (-140.2290039062500000 -8.7955999374389648)
1920,Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,-16.444400787353516,-151.75100708007812,10,POINT (-151.7510070800781250 -16.4444007873535156)
1921,Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,-14.954299926757812,-147.66099548339844,10,POINT (-147.6609954833984375 -14.9542999267578125)
1922,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,-16.68720054626465,-151.02200317382812,7,POINT (-151.0220031738281250 -16.6872005462646484)
1923,Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,-17.49,-149.761993,9,POINT (-149.7619929999999897 -17.4899999999999984)
1924,Hao Airport,Hao Island,French Polynesia,HOI,NTTO,-18.074800491333008,-140.9459991455078,10,POINT (-140.9459991455078125 -18.0748004913330078)
1925,Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,-16.42650032043457,-152.24400329589844,15,POINT (-152.2440032958984375 -16.4265003204345703)
1926,Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,-16.7229,-151.466003,3,POINT (-151.4660030000000006 -16.7228999999999992)
1927,Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.699300765991,168.32000732422,70,POINT (168.3200073242200006 -17.6993007659910013)
1928,Koné Airport,Kone,New Caledonia,KNQ,NWWD,-21.05430030822754,164.83700561523438,23,POINT (164.8370056152343750 -21.0543003082275391)
1929,Koumac Airport,Koumac,New Caledonia,KOC,NWWK,-20.546300888061523,164.25599670410156,42,POINT (164.2559967041015625 -20.5463008880615234)
1930,Lifou Airport,Lifou,New Caledonia,LIF,NWWL,-20.774799346923828,167.24000549316406,92,POINT (167.2400054931640625 -20.7747993469238281)
1931,Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,-22.25830078125,166.47300720214844,10,POINT (166.4730072021484375 -22.2583007812500000)
1932,Maré Airport,Mare,New Caledonia,MEE,NWWR,-21.4817008972168,168.03799438476562,141,POINT (168.0379943847656250 -21.4817008972168004)
1933,Touho Airport,Touho,New Caledonia,TOU,NWWU,-20.790000915527344,165.25900268554688,10,POINT (165.2590026855468750 -20.7900009155273438)
1934,Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,-20.640600204467773,166.572998046875,23,POINT (166.5729980468750000 -20.6406002044677734)
1935,La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,-22.01460075378418,166.21299743652344,52,POINT (166.2129974365234375 -22.0146007537841797)
1936,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986023,174.792007446,23,POINT (174.7920074460000137 -37.0080986023000023)
1937,Taupo Airport,Taupo,New Zealand,TUO,NZAP,-38.73970031738281,176.08399963378906,1335,POINT (176.0839996337890625 -38.7397003173828125)
1938,Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,-37.02970123291016,174.97300720214844,111,POINT (174.9730072021484375 -37.0297012329101634)
1939,Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,-43.48939895629883,172.53199768066406,123,POINT (172.5319976806640625 -43.4893989562988281)
1940,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,NZCI,-43.810001373291016,-176.45700073242188,43,POINT (-176.4570007324218750 -43.8100013732910156)
1941,Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,-45.9281005859375,170.197998046875,4,POINT (170.1979980468750000 -45.9281005859375000)
1942,Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,-38.66329956054688,177.97799682617188,15,POINT (177.9779968261718750 -38.6632995605468821)
1943,Glentanner Airport,Glentanner,New Zealand,GTN,NZGT,-43.906700134277344,170.1280059814453,1824,POINT (170.1280059814453125 -43.9067001342773438)
1944,Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,-42.713600158691406,170.98500061035156,146,POINT (170.9850006103515625 -42.7136001586914062)
1945,Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,-37.8666992188,175.332000732,172,POINT (175.3320007320000116 -37.8666992188000009)
1947,Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,-35.26279830932617,173.91200256347656,492,POINT (173.9120025634765625 -35.2627983093261719)
1948,Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,-35.06999969482422,173.28500366210938,270,POINT (173.2850036621093750 -35.0699996948242188)
1949,Alexandra Airport,Alexandra,New Zealand,ALR,NZLX,-45.211700439453125,169.3730010986328,752,POINT (169.3730010986328125 -45.2117004394531250)
1950,Mount Cook Airport,Mount Cook,New Zealand,MON,NZMC,-43.76499938964844,170.13299560546875,2153,POINT (170.1329956054687500 -43.7649993896484375)
1951,Manapouri Airport,Manapouri,New Zealand,TEU,NZMO,-45.53310012817383,167.64999389648438,687,POINT (167.6499938964843750 -45.5331001281738281)
1952,Hood Airport,Masterton,New Zealand,MRO,NZMS,-40.97330093383789,175.63400268554688,364,POINT (175.6340026855468750 -40.9733009338378906)
1953,New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,-39.00859832763672,174.1790008544922,97,POINT (174.1790008544921875 -39.0085983276367188)
1954,Nelson Airport,Nelson,New Zealand,NSN,NZNS,-41.298301696777344,173.2209930419922,17,POINT (173.2209930419921875 -41.2983016967773438)
1955,Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,-46.41239929199219,168.31300354003906,5,POINT (168.3130035400390625 -46.4123992919921875)
1956,RNZAF Base Ohakea,Ohakea,New Zealand,OHA,NZOH,-40.20600128173828,175.38800048828125,164,POINT (175.3880004882812500 -40.2060012817382812)
1957,Oamaru Airport,Oamaru,New Zealand,OAM,NZOU,-44.970001220703125,171.08200073242188,99,POINT (171.0820007324218750 -44.9700012207031250)
1958,Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,-40.32059860229492,175.61700439453125,151,POINT (175.6170043945312500 -40.3205986022949219)
1959,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,-40.90470123291016,174.98899841308594,22,POINT (174.9889984130859375 -40.9047012329101634)
1960,Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,-45.0210990906,168.738998413,1171,POINT (168.7389984129999903 -45.0210990906000035)
1961,Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,-38.10919952392578,176.31700134277344,935,POINT (176.3170013427734375 -38.1091995239257812)
1964,Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,-37.67190170288086,176.1959991455078,13,POINT (176.1959991455078125 -37.6719017028808594)
1965,Timaru Airport,Timaru,New Zealand,TIU,NZTU,-44.30279922485352,171.22500610351562,89,POINT (171.2250061035156250 -44.3027992248535227)
1966,Pukaki Airport,Pukaki,New Zealand,TWZ,NZUK,-44.2350006104,170.117996216,1575,POINT (170.1179962159999945 -44.2350006104000002)
1967,Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,-41.5182991027832,173.8699951171875,109,POINT (173.8699951171875000 -41.5182991027832031)
1969,Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,-44.722198486328,169.24600219727,1142,POINT (169.2460021972700019 -44.7221984863279971)
1971,Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,-37.92060089111328,176.91400146484375,20,POINT (176.9140014648437500 -37.9206008911132812)
1972,Wellington International Airport,Wellington,New Zealand,WLG,NZWN,-41.3272018433,174.804992676,41,POINT (174.8049926760000119 -41.3272018433000028)
1973,Wairoa Airport,Wairoa,New Zealand,WIR,NZWO,-39.00690078735352,177.40699768066406,42,POINT (177.4069976806640625 -39.0069007873535227)
1975,Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,-35.7682991027832,174.36500549316406,133,POINT (174.3650054931640625 -35.7682991027832031)
1976,Westport Airport,Westport,New Zealand,WSZ,NZWS,-41.73809814453125,171.58099365234375,13,POINT (171.5809936523437500 -41.7380981445312500)
1977,Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,-39.96220016479492,175.02499389648438,27,POINT (175.0249938964843750 -39.9622001647949219)
1978,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586,3206,POINT (62.2282981872558594 34.2099990844726562)
1979,Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.39979934692383,70.49859619140625,1814,POINT (70.4985961914062500 34.3997993469238281)
1980,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,POINT (69.2123030000000057 34.5658990000000017)
1981,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192383,65.8478012084961,3337,POINT (65.8478012084960938 31.5058002471923828)
1982,Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.93080139160156,64.76090240478516,2743,POINT (64.7609024047851562 35.9308013916015625)
1983,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594,1284,POINT (67.2097015380859375 36.7069015502929688)
1984,Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.3913002014,62.2610015869,3773,POINT (62.2610015869000009 33.3913002014000000)
1986,Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.66510009765625,68.91079711914062,1457,POINT (68.9107971191406250 36.6651000976562500)
1987,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6,POINT (50.6335983276367188 26.2707996368408203)
1989,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.2404003143,42.65660095210001,6858,POINT (42.6566009521000069 18.2404003143000004)
1990,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.485198974609375,588,POINT (49.4851989746093750 25.2852993011474609)
1991,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.2961006165,41.6343002319,5486,POINT (41.6343002318999993 20.2961006164999986)
1992,Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984399795532227,42.62089920043945,3887,POINT (42.6208992004394531 19.9843997955322266)
1994,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445,72,POINT (49.7979011535644531 26.4712009429931641)
1995,King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.265399932900003,50.1520004272,84,POINT (50.1520004272000008 26.2653999329000030)
1996,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901100158691406,42.58580017089844,20,POINT (42.5858001708984375 16.9011001586914062)
1997,Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.30279922485352,43.77439880371094,2126,POINT (43.7743988037109375 26.3027992248535192)
1998,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,POINT (37.2788979999999981 31.4124130000000008)
1999,Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331,POINT (41.6862980000000007 27.4379010000000001)
2000,Jubail Airport,Jubail,Saudi Arabia,QJB,OEJB,27.03899955749512,49.40510177612305,26,POINT (49.4051017761230469 27.0389995574951207)
2002,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,POINT (39.1565020000000032 21.6796000000000006)
2003,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,OEKK,27.9009,45.528198,1352,POINT (45.5281980000000033 27.9009000000000000)
2004,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101,2151,POINT (39.7051009999999991 24.5533999999999999)
2005,Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611400604248047,44.4192008972168,3982,POINT (44.4192008972167969 17.6114006042480469)
2006,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,POINT (46.1250989999999987 28.3351989999999994)
2011,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.626399993896484,43.4906005859375,1474,POINT (43.4906005859375000 29.6263999938964844)
2012,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.957599639892575,46.69879913330078,2049,POINT (46.6987991333007812 24.9575996398925746)
2014,Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095214844,41.13819885253906,1813,POINT (41.1381988525390625 30.9066009521484411)
2016,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.466899871826172,47.12139892578125,2363,POINT (47.1213989257812500 17.4668998718261719)
2017,Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.46470069885254,45.61959838867188,2021,POINT (45.6195983886718821 20.4647006988525391)
2018,Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,POINT (36.6188999999999965 28.3654000000000011)
2019,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,POINT (40.5434419999999989 21.4830010000000016)
2022,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,POINT (38.7315439999999995 31.6921880000000016)
2023,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860076904297,36.47639846801758,66,POINT (36.4763984680175781 26.1986007690429688)
2024,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,POINT (38.0634000000000015 24.1441990000000004)
2025,Abadan Airport,Abadan,Iran,ABD,OIAA,30.371099472,48.2282981873,10,POINT (48.2282981872999983 30.3710994720000009)
2026,Dezful Airport,Dezful,Iran,DEF,OIAD,32.434399,48.397598,474,POINT (48.3975980000000021 32.4343989999999991)
2027,Aghajari Airport,Aghajari,Iran,AKW,OIAG,30.7444,49.6772,88,POINT (49.6771999999999991 30.7443999999999988)
2028,Gachsaran Airport,Gachsaran,Iran,GCH,OIAH,30.337600708,50.827999115,2414,POINT (50.8279991149999972 30.3376007080000001)
2030,Omidiyeh Airport,Omidyeh,Iran,OMI,OIAJ,30.8351993560791,49.5349006652832,85,POINT (49.5349006652832031 30.8351993560791016)
2031,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620002746582,49.15190124511719,8,POINT (49.1519012451171875 30.5562000274658203)
2032,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.3374004364,48.7620010376,66,POINT (48.7620010376000010 31.3374004363999994)
2033,Abu Musa Island Airport,Abumusa I.,Iran,AEU,OIBA,25.8757,55.033001,23,POINT (55.0330009999999987 25.8756999999999984)
2034,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.9447994232,50.8345985413,68,POINT (50.8345985412999966 28.9447994231999992)
2037,Kish International Airport,Kish Island,Iran,KIH,OIBK,26.5261993408,53.9802017212,101,POINT (53.9802017211999967 26.5261993408000016)
2038,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.531999588,54.824798584,67,POINT (54.8247985839999998 26.5319995880000015)
2039,Khark Island Airport,Khark Island,Iran,KHK,OIBQ,29.260299682617188,50.32389831542969,17,POINT (50.3238983154296875 29.2602996826171875)
2040,Sirri Island Airport,Siri Island,Iran,SXI,OIBS,25.908899307250977,54.539398193359375,43,POINT (54.5393981933593750 25.9088993072509766)
2041,Lavan Island Airport,Lavan Island,Iran,LVP,OIBV,26.810300827026367,53.35630035400391,76,POINT (53.3563003540039134 26.8103008270263672)
2042,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.3459014893,47.1581001282,4307,POINT (47.1581001281999974 34.3459014892999974)
2043,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.24589920043945,47.00920104980469,4522,POINT (47.0092010498046875 35.2458992004394531)
2044,Hesa Airport,Daran,Iran,IFH,OIFE,32.92890167236328,51.56110000610352,5256,POINT (51.5611000061035227 32.9289016723632812)
2046,Kashan Airport,Kashan,Iran,KKS,OIFK,33.895302,51.577,3465,POINT (51.5769999999999982 33.8953020000000009)
2047,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080108642578,51.86130142211914,5059,POINT (51.8613014221191406 32.7508010864257812)
2049,Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,POINT (49.6177780000000013 37.3233329999999981)
2050,Arak Airport,Arak,Iran,AJK,OIHR,34.13809967041016,49.8473014831543,5440,POINT (49.8473014831542969 34.1380996704101634)
2055,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135498047,51.31340026855469,3962,POINT (51.3134002685546875 35.6892013549804688)
2056,Qazvin Airport,Ghazvin,Iran,GZW,OIIK,36.240101,50.0471,4184,POINT (50.0471000000000004 36.2401010000000028)
2058,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.218299865722656,56.37779998779297,22,POINT (56.3777999877929688 27.2182998657226562)
2059,Jiroft Airport,Jiroft,Iran,JYR,OIKJ,28.7269001007,57.67029953,2663,POINT (57.6702995300000012 28.7269001007000000)
2060,Kerman Airport,Kerman,Iran,KER,OIKK,30.2744007111,56.9510993958,5741,POINT (56.9510993958000000 30.2744007111000002)
2061,Havadarya Airport,Bandar Abbas,Iran,HDR,OIKP,27.158300399780277,56.17250061035156,19,POINT (56.1725006103515625 27.1583003997802770)
2063,Sirjan Airport,Sirjan,Iran,SYJ,OIKY,29.550899505615234,55.672698974609375,5846,POINT (55.6726989746093750 29.5508995056152344)
2064,Birjand Airport,Birjand,Iran,XBJ,OIMB,32.898101806640625,59.2661018371582,4952,POINT (59.2661018371582031 32.8981018066406250)
2065,Sarakhs Airport,Sarakhs,Iran,CKT,OIMC,36.50120162963867,61.06489944458008,945,POINT (61.0648994445800781 36.5012016296386719)
2066,Shahroud Airport,Emam Shahr,Iran,RUD,OIMJ,36.4253005981,55.1041984558,4215,POINT (55.1041984558000024 36.4253005981000015)
2067,Tabas Airport,Tabas,Iran,TCX,OIMT,33.6678009033,56.8927001953,2312,POINT (56.8927001953000016 33.6678009032999981)
2068,Kalaleh Airport,Kalaleh,Iran,KLM,OINE,37.3833007812,55.4519996643,425,POINT (55.4519996642999971 37.3833007811999991)
2069,Ramsar Airport,Ramsar,Iran,RZR,OINR,36.9099006652832,50.67959976196289,-70,POINT (50.6795997619628906 36.9099006652832031)
2070,Fasa Airport,Fasa,Iran,FAZ,OISF,28.89179992675781,53.72330093383789,4261,POINT (53.7233009338378906 28.8917999267578089)
2071,Jahrom Airport,Jahrom,Iran,JAR,OISJ,28.5867004395,53.5791015625,3358,POINT (53.5791015625000000 28.5867004394999995)
2072,Lamerd Airport,Lamerd,Iran,LFM,OISR,27.3726997375,53.18880081179999,1337,POINT (53.1888008117999931 27.3726997374999996)
2073,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.53919982910156,52.58980178833008,4920,POINT (52.5898017883300781 29.5391998291015589)
2074,Khoy Airport,Khoy,Iran,KHY,OITK,38.4275016784668,44.97359848022461,3981,POINT (44.9735984802246094 38.4275016784667969)
2075,Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.1338996887207,46.23500061035156,4459,POINT (46.2350006103515625 38.1338996887207031)
2076,Zanjan Airport,Zanjan,Iran,JWN,OITZ,36.7737007141,48.3594017029,5382,POINT (48.3594017029000014 36.7737007141000021)
2077,Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048995972,54.2765007019,4054,POINT (54.2765007018999981 31.9048995972000000)
2078,Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093383789,61.54389953613281,1628,POINT (61.5438995361328125 31.0983009338378906)
2079,Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.4433002472,60.3820991516,43,POINT (60.3820991516000021 25.4433002471999998)
2080,Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570037841797,60.90620040893555,4564,POINT (60.9062004089355469 29.4757003784179688)
